ID,university names,country code
906,Baylor College of Medicine,USA
907,University of Texas MD Anderson Cancer Center,USA
908,"Purdue University, West Lafayette",USA
909,Aarhus University,DNK
910,University of Texas Southwestern Medical Center,USA
911,Paris Diderot University,FRA
912,Emory University,USA
913,"Texas A&M University, College Station",USA
914,National University of La Plata,ARG
915,Rockefeller University,USA
916,University of Pittsburgh,USA
918,University of Kansas,USA
919,Leiden University,NLD
920,Hannover Medical School,DEU
921,Medical College of Wisconsin,USA
922,University of Vermont,USA
923,University of New Hampshire,USA
924,Second Military Medical University,CHN
925,Nanjing Agricultural University,CHN
926,Swedish University of Agricultural Sciences,SWE
927,Kansas State University,USA
928,Yonsei University,KOR
929,University of Electronic Science and Technology of China,CHN
930,Nanjing University of Science and Technology,CHN
931,China University of Geosciences,CHN
932,University of Giessen,DEU
933,"University at Albany, SUNY",USA
934,Pohang University of Science and Technology,KOR
935,Lanzhou University,CHN
936,Capital Medical University,CHN
937,China Agricultural University,CHN
938,East China University of Science and Technology,CHN
939,Southern Medical University,CHN
940,Anhui Medical University,CHN
941,Southwest University,CHN
942,Northwest A&F University,CHN
943,TU Wien,AUT
944,Nanjing University of Aeronautics and Astronautics,CHN
945,University of Louisville,USA
946,China University of Petroleum,CHN
947,Nanjing Medical University,CHN
948,Fourth Military Medical University,CHN
949,Huazhong Agricultural University,CHN
950,"University of Oklahoma, Norman",USA
951,Beijing University of Chemical Technology,CHN
952,James Cook University,AUS
953,Zhengzhou University,CHN
954,Okayama University,JPN
955,York University,CAN
956,University of Marburg,DEU
957,Medical University of South Carolina,USA
958,University of Tasmania,AUS
959,Brandeis University,USA
960,Beijing Normal University,CHN
961,University of Chinese Academy of Sciences,CHN
962,University of East Anglia,GBR
963,London School of Economics,GBR
964,Medical University of Vienna,AUT
965,Queen's University,CAN
966,London School of Hygiene & Tropical Medicine,GBR
967,University of South Carolina - Columbia,USA
968,"University of Tennessee, Knoxville",USA
969,Georgetown University,USA
970,Virginia Commonwealth University,USA
971,University of Concepción,CHL
972,Wake Forest University,USA
973,Indiana University – Purdue University Indianapolis,USA
974,Johannes Gutenberg University Mainz,DEU
975,"Trinity College, Dublin",IRL
976,University of Manitoba,CAN
977,Army Medical University,CHN
978,University of New Mexico,USA
979,Queen's University Belfast,GBR
980,Sofia University,BGR
981,Thomas Jefferson University,USA
982,Grenoble Institute of Technology,FRA
983,Mines ParisTech,FRA
984,University of Regensburg,DEU
985,University of Dundee,GBR
986,University of Texas Health Science Center at San Antonio,USA
987,Virginia Tech,USA
988,Versailles Saint-Quentin-en-Yvelines University,FRA
989,"Soochow University, China",CHN
990,University of Nebraska–Lincoln,USA
991,University of Hawaii at Manoa,USA
992,Chinese Academy of Medical Sciences & Peking Union Medical College,CHN
993,University of Düsseldorf,DEU
994,KAIST,KOR
995,Xi'an Jiaotong University,CHN
996,National Cheng Kung University,TWN
997,Leipzig University,DEU
998,University of Jena,DEU
999,University of Insubria,ITA
1000,University of Hohenheim,DEU
1001,University of Texas Rio Grande Valley,USA
1002,Dongguk University,KOR
1003,Jean Monnet University,FRA
1004,Chung Shan Medical University,TWN
1005,Murdoch University,AUS
1006,University of L'Aquila,ITA
1007,Jichi Medical University,JPN
1008,Wesleyan University,USA
1009,Marche Polytechnic University,ITA
1010,Shahid Beheshti University of Medical Sciences,IRN
1011,University of Sassari,ITA
1012,Kagoshima University,JPN
1013,Polytechnic University of Bari,ITA
1014,Gabriele d’Annunzio University,ITA
1015,University of Siegen,DEU
1016,University of North Carolina at Charlotte,USA
1017,Meijo University,JPN
1018,Gachon University,KOR
1019,Comenius University in Bratislava,SVK
1020,Nara Institute of Science and Technology,JPN
1021,Creighton University,USA
1022,King Fahd University of Petroleum and Minerals,SAU
1023,Florida Institute of Technology,USA
1024,Nagoya City University,JPN
1025,University of Eastern Piedmont,ITA
1026,University of Barcelona,ESP
1027,University Paris-Est Créteil,FRA
1028,Gunma University,JPN
1029,Southern Illinois University Carbondale,USA
1030,Polytechnic University of Madrid,ESP
1031,Ehime University,JPN
1032,Gifu University,JPN
1033,University of Campania Luigi Vanvitelli,ITA
1034,University of Zaragoza,ESP
1035,University of La Laguna,ESP
1036,"North-West University, South Africa",ZAF
1037,University of Mons,BEL
1038,Michigan Technological University,USA
1039,Yamagata University,JPN
1040,Roma Tre University,ITA
1041,University of Brescia,ITA
1042,Yamaguchi University,JPN
1043,Pompeu Fabra University,ESP
1044,Inje University,KOR
1045,"University of California, Merced",USA
1046,Northern Arizona University,USA
1047,Royal Veterinary College,GBR
1048,University of Toledo,USA
1049,University of Messina,ITA
1050,University of Veterinary Medicine Vienna,AUT
1051,Cranfield University,GBR
1052,University of Stirling,GBR
1053,University of Denver,USA
1054,Polytechnic University of Bucharest,ROU
1055,Babeș-Bolyai University,ROU
1056,East Carolina University,USA
1057,COMSATS Institute of Information Technology,PAK
1058,Aga Khan University,PAK
1059,University of Aveiro,PRT
1061,Chungbuk National University,KOR
1062,Uniformed Services University of the Health Sciences,USA
1063,Tokushima University,JPN
1064,University of Ibadan,NGA
1065,Dankook University,KOR
1066,University of Tours,FRA
1067,Ryerson University,CAN
1068,Adam Mickiewicz University in Poznań,POL
1069,National Taiwan University of Science and Technology,TWN
1070,University of Wrocław,POL
1071,Toho University,JPN
1072,University of Hertfordshire,GBR
1073,Medical University of Warsaw,POL
1074,Nicolaus Copernicus University in Toruń,POL
1075,University of Silesia in Katowice,POL
1076,Ohio University,USA
1077,"University of Technology, Malaysia",MYS
1078,Vilnius University,LTU
1079,University of Picardie Jules Verne,FRA
1080,Åbo Akademi University,FIN
1082,École des ponts ParisTech,FRA
1084,École des hautes études en sciences sociales,FRA
1085,King Abdullah University of Science and Technology,SAU
1086,University of Toyama,JPN
1087,"National University of Malaysia, UKM",MYS
1088,Quaid-i-Azam University,PAK
1089,Paris 13 University,FRA
1090,"University of Natural Resources and Life Sciences, Vienna",AUT
1091,University of Western Brittany,FRA
1092,Tokyo Women's Medical University,JPN
1093,National Polytechnic Institute,MEX
1094,Binghamton University,USA
1095,University of Regina,CAN
1096,University of Wuppertal,DEU
1097,CINVESTAV,MEX
1098,Moscow State University,RUS
1099,University of Bucharest,ROU
1100,Metropolitan Autonomous University,MEX
1101,University of Orléans,FRA
1102,University of Hyogo,JPN
1103,University of Trieste,ITA
1104,Istanbul University,TUR
1105,Amherst College,USA
1106,"Paul Valéry University, Montpellier III",FRA
1107,Norwegian University of Life Sciences,NOR
1108,Hacettepe University,TUR
1109,Keele University,GBR
1110,Université de Tunis El Manar,TUN
1111,Khon Kaen University,THA
1112,University of Fribourg,CHE
1113,City College of New York,USA
1114,Catholic University of the Sacred Heart,ITA
1115,Hunter College,USA
1116,University of Brighton,GBR
1117,University of Milano-Bicocca,ITA
1118,University of Osnabrück,DEU
1119,University of Perpignan Via Domita,FRA
1120,Scuola Normale Superiore,ITA
1121,INSA Toulouse,FRA
1122,King Juan Carlos University,ESP
1123,University of Memphis,USA
1124,Hitotsubashi University,JPN
1125,Télécom ParisTech,FRA
1126,Kyoto Prefectural University of Medicine,JPN
1127,Royal College of Surgeons in Ireland,IRL
1128,Ajou University,KOR
1129,Makerere University,UGA
1130,Soonchunhyang University,KOR
1131,Kent State University,USA
1132,University of Rhode Island,USA
1133,Atatürk University,TUR
1134,Dokuz Eylül University,TUR
1135,Çukurova University,TUR
1136,Erciyes University,TUR
1137,University of Massachusetts Lowell,USA
1138,Kōchi University,JPN
1139,Johannes Kepler University Linz,AUT
1140,Gazi University,TUR
1141,Eastern Virginia Medical School,USA
1142,Loma Linda University,USA
1143,University of St. Gallen,CHE
1144,Nihon University,JPN
1145,Ankara University,TUR
1146,Ege University,TUR
1147,Juntendo University,JPN
1148,University of North Carolina at Greensboro,USA
1149,University of Rome Tor Vergata,ITA
1150,Liverpool School of Tropical Medicine,GBR
1151,New York Medical College,USA
1152,Northern Illinois University,USA
1153,Manchester Metropolitan University,GBR
1154,University of Missouri–Kansas City,USA
1155,Rouen Normandy University,FRA
1156,Sciences Po,FRA
1157,Örebro University,SWE
1158,University of Caen Normandy,FRA
1159,University of Girona,ESP
1160,Toulouse 1 Capitole University,FRA
1161,Bangor University,GBR
1162,University Paris 1 Panthéon-Sorbonne,FRA
1163,École pratique des hautes études,FRA
1164,University of Catania,ITA
1165,University of Alabama in Huntsville,USA
1166,Rovira i Virgili University,ESP
1167,University of Palermo,ITA
1168,Hallym University,KOR
1169,Polytechnic University of Turin,ITA
1170,North Dakota State University,USA
1171,"University of Córdoba, Spain",ESP
1172,University of Navarra,ESP
1173,University of Cantabria,ESP
1174,Illinois Institute of Technology,USA
1175,Miami University,USA
1176,Aberystwyth University,GBR
1177,International School for Advanced Studies,ITA
1178,University of Málaga,ESP
1179,San Francisco State University,USA
1180,University of Bari,ITA
1181,University of Angers,FRA
1182,Carl von Ossietzky University of Oldenburg,DEU
1183,Graduate University for Advanced Studies,JPN
1184,University of Cádiz,ESP
1185,Vita-Salute San Raffaele University,ITA
1186,University of Valladolid,ESP
1187,University of Extremadura,ESP
1188,Mie University,JPN
1189,University of Massachusetts Boston,USA
1190,University of the Balearic Islands,ESP
1191,Howard University,USA
1192,Jacobs University Bremen,DEU
1193,Tottori University,JPN
1194,University of Verona,ITA
1195,Paris Nanterre University,FRA
1196,Osaka Prefecture University,JPN
1197,Miguel Hernández University of Elche,ESP
1198,University of New Brunswick,CAN
1199,University of Hasselt,BEL
1200,Universidade Nova de Lisboa,PRT
1201,University of Lagos,NGA
1202,University of Nigeria,NGA
1203,University of Ghana,GHA
1204,Universidad San Francisco de Quito,ECU
1205,Escuela Politecnica Nacional,ECU
1206,Escuela Superior Politecnica del Litoral (ESPOL),ECU
1207,University of the Andes,VEN
1208,University of Mauritius,MUS
1209,Assiut University,EGY
1210,Future University,EGY
1211,Beni-Suef University,EGY
1212,Yildiz Technical University,TUR
1213,Ton Duc Thang University,VNM
1215,University of Waikato,NZL
1216,Universitat Politècnica de Catalunya,ESP
1217,Universitat Autònoma de Barcelona,ITA
1218,Universidad de Palermo,ARG
1219,Universidade Estadual de Campinas,BRA
1220,Cyprus University of Technology,CYP
1221,University of Jordan,JOR
1222,Hashemite University,JOR
1223,Zayed University,ARE
1224,University of Zambia,ZMB
1225,University of Dar es Salaam,TZA
1226,Ho Chi Minh City University of Technology,VNM
1227,Ho Chi Minh City International University,VNM
1228,Vietnam National University,VNM
1229,University of Colombo,LKA
1230,University of Peradeniya,LKA
1231,University of Moratuwa,LKA
1232,University of Kelaniya,LKA
1233,Chinese Academy of Sciences,CHN
1237,Indian Institute of Technology Varanasi,IND
1238,Qatar Computing Research Institute,QAT
