ID,university names,country code,address
52,Washington University in St Louis,USA,"1 Brookings Dr, St. Louis, MO 63130, United States"
53,Pennsylvania State University,USA,"State College, PA 16801, United States"
54,Virginia Polytechnic Institute and State University,USA,"Blacksburg, VA 24061, United States"
55,Georgia State University,USA,"Atlanta, GA 30302, United States"
56,University of Colorado Boulder,USA,"Boulder, CO 80309, United States"
57,Dartmouth College,USA,"Hanover, NH 03755, United States"
58,Old Dominion University,USA,"5115 Hampton Blvd, Norfolk, VA 23529, United States"
59,University of Pittsburgh-Pittsburgh campus,USA,"4200 Fifth Ave, Pittsburgh, PA 15260, United States"
60,Florida International University,USA,"11200 SW 8th St, Miami, FL 33199, United States"
61,University of Utah,USA,"201 Presidents' Cir, Salt Lake City, UT 84112, United States"
62,Wayne State University,USA,"42 W Warren Ave, Detroit, MI 48202, United States"
63,University of Notre Dame,USA,"Notre Dame, IN 46556, United States"
64,Vanderbilt University,USA,"2201 West End Ave, Nashville, TN 37235, United States"
65,North Carolina State University,USA,"Raleigh, NC 27695, United States"
66,University of Illinois at Chicago,USA,"1200 W Harrison St, Chicago, IL 60607, United States"
67,University of Texas at Dallas,USA,"800 W Campbell Rd, Richardson, TX 75080, United States"
68,Syracuse University,USA,"Syracuse, NY, United States"
69,University of Florida,USA,"Gainesville, FL 32611, United States"
70,Worcester Polytechnic Institute,USA,"100 Institute Rd, Worcester, MA 01609, United States"
71,Missouri University of Science and Technology,USA,"Parker Hall, 106, 300 W 13th St, Rolla, MO 65409, United States"
72,Indiana University,USA,"107 S Indiana Ave, Bloomington, IN 47405, United States"
73,State University of New York Albany,USA,"1400 Washington Ave, Albany, NY 12222, United States"
74,University of Arizona,USA,"Tucson, AZ 85721, United States"
75,University of Nebraska-Lincoln,USA,"1400 R St, Lincoln, NE 68588, United States"
76,University of Delaware,USA,"Newark, DE 19716, United States"
77,Florida Atlantic University,USA,"777 Glades Rd, Boca Raton, FL 33431, United States"
78,George Washington University,USA,"2121 I St NW, Washington, DC 20052, United States"
79,Oklahoma State University,USA,"Stillwater, OK, United States"
80,University of Alabama,USA,"Tuscaloosa, AL 35487, United States"
81,University of Texas at Arlington,USA,"701 S Nedderman Dr, Arlington, TX 76019, United States"
82,University of Houston,USA,"4800 Calhoun Rd, Houston, TX 77004, United States"
83,"University of Maryland, Baltimore County",USA,"1000 Hilltop Cir, Baltimore, MD 21250, United States"
84,University of Arkansas,USA,"Fayetteville, AR 72701, United States"
85,Florida State University,USA,"600 W College Ave, Tallahassee, FL 32306, United States"
86,Texas A&M University,USA,"12D Osbourne Foreshore Estate Phase II, Osborne Rd, Ikoyi, Lagos, Nigeria"
87,University of Georgia,USA,"Athens, GA 30602, United States"
88,University of Hawai’i at Mānoa,USA,"2500 Campus Rd, Honolulu, HI 96822, United States"
89,San Diego State University,USA,"5500 Campanile Dr, San Diego, CA 92182, United States"
90,Rensselaer Polytechnic Institute,USA,"110 8th St, Troy, NY 12180, United States"
91,Colorado State University,USA,"Fort Collins, CO 80523, United States"
92,University of Kentucky,USA,"Lexington, KY 40506, United States"
93,University of Connecticut,USA,"Storrs, CT 06269, United States"
94,Iowa State University,USA,"Ames, IA 50011, United States"
95,University of South Florida,USA,"4202 E Fowler Ave, Tampa, FL 33620, United States"
96,University of Central Florida,USA,"4000 Central Florida Blvd, Orlando, FL 32816, United States"
97,Mississippi State University,USA,"75 B. S. Hood Road, Mississippi State, MS 39762, United States"
98,George Mason University,USA,"4400 University Dr, Fairfax, VA 22030, United States"
99,"University of Wisconsin, Milwaukee",USA,"Milwaukee, WI 53211, United States"
100,Tufts University,USA,"419 Boston Ave, Medford, MA 02155, United States"
101,University of Cincinnati,USA,"2600 Clifton Ave, Cincinnati, OH 45221, United States"
102,Oregon State University,USA,"Corvallis, OR 97331, United States"
103,Texas Tech University,USA,"2500 Broadway, Lubbock, TX 79409, United States"
104,"University of Nevada, Las Vegas",USA,"4505 S Maryland Pkwy, Las Vegas, NV 89154, United States"
105,Louisiana State University,USA,"Baton Rouge, LA 70803, United States"
106,Drexel University,USA,"3141 Chestnut St, Philadelphia, PA 19104, United States"
107,Rochester Institute of Technology,USA,"1 Lomb Memorial Dr, Rochester, NY 14623, United States"
108,Portland State University,USA,"1825 SW Broadway, Portland, OR 97201, United States"
109,University of Dayton,USA,"300 College Park, Dayton, OH 45469, United States"
110,New Mexico State University,USA,"1780 E University Ave, Las Cruces, NM 88003, United States"
111,University of Texas at El Paso,USA,"500 W University Ave, El Paso, TX 79968, United States"
112,University of Oxford,GBR,"Oxford OX1 2JD, United Kingdom"
113,Lancaster University,GBR,"Bailrigg, Lancaster LA1 4YW, United Kingdom"
114,Middlesex University,GBR,"The Burroughs, Hendon, London NW4 4BT, United Kingdom"
115,University of Edinburgh,GBR,"Old College, South Bridge, Edinburgh EH8 9YL, United Kingdom"
116,Imperial College London,GBR,"South Kensington, London SW7 2AZ, United Kingdom"
117,University of Cambridge,GBR,"The Old Schools, Trinity Ln, Cambridge CB2 1TN, United Kingdom"
118,Queen’s University Belfast,GBR,"University Rd, Belfast BT7 1NN, United Kingdom"
119,UCL,GBR,"Gower St, Bloomsbury, London WC1E 6BT, United Kingdom"
120,Queen Mary University of London,GBR,"Mile End Rd, Bethnal Green, London E1 4NS, United Kingdom"
121,King's College London,GBR,"Strand, London WC2R 2LS, United Kingdom"
122,Durham University,GBR,"Durham DH1, United Kingdom"
123,University of Bristol,GBR,"Senate House, Tyndall Ave, Bristol BS8 1TH, United Kingdom"
124,Northumbria University,GBR,"Sutherland Building, 2 Ellison Pl, Newcastle upon Tyne NE1 8ST, United Kingdom"
125,De Montfort University,GBR,"Gateway House, Leicester LE1 9BH, United Kingdom"
126,University of Exeter,GBR,"Stocker Rd, Exeter EX4 4PY, United Kingdom"
127,Swansea University,GBR,"1 Kings Rd, Swansea SA1 8PH, United Kingdom"
128,University of Southampton,GBR,"University Rd, Southampton SO17 1BJ, United Kingdom"
129,University of Essex,GBR,"Wivenhoe Park, Colchester CO4 3SQ, United Kingdom"
130,University of Surrey,GBR,"Stag Hill, Guildford GU2 7XH, United Kingdom"
131,"Royal Holloway, University of London",GBR,"Egham Hill, Egham TW20 0EX, United Kingdom"
132,University of Birmingham,GBR,"Birmingham B15 2TT, United Kingdom"
133,University of Leicester,GBR,"University Rd, Leicester LE1 7RH, United Kingdom"
134,Brunel University London,GBR,"Kingston Ln, London, Uxbridge UB8 3PH, United Kingdom"
135,Newcastle University,GBR,"Newcastle upon Tyne NE1 7RU, United Kingdom"
136,University of Glasgow,GBR,"University Ave, Glasgow G12 8QQ, United Kingdom"
137,University of Liverpool,GBR,"Liverpool L69 3BX, United Kingdom"
138,University of Warwick,GBR,"Coventry CV4 7AL, United Kingdom"
139,Cardiff University,GBR,"Cardiff CF10 3AT, United Kingdom"
140,University of Plymouth,GBR,"Drake Circus, Plymouth PL4 8AA, United Kingdom"
141,University of Nottingham,GBR,"Nottingham NG7 2RD, United Kingdom"
142,Aston University,GBR,"Aston St, Birmingham B4 7ET, United Kingdom"
143,University of Manchester,GBR,"Oxford Rd, Manchester M13 9PL, United Kingdom"
144,University of Sussex,GBR,"Falmer, Brighton BN1 9RH, United Kingdom"
145,Heriot-Watt University,GBR,"Edinburgh Campus, Boundary Rd N, Edinburgh EH14 4AS, United Kingdom"
146,The Open University,GBR,"Idumota, 14/16 Ahmadu Bello Way, Victoria Island, Lagos, Nigeria"
147,University of Kent,GBR,"Giles Ln, Canterbury CT2 7NZ, United Kingdom"
148,University of Aberdeen,GBR,"King's College, Aberdeen AB24 3FX, United Kingdom"
149,Liverpool John Moores University,GBR,"Rodney House, Mount Pleasant, Merseyside, Liverpool L3 5UX, United Kingdom"
150,University of St Andrews,GBR,"St Andrews KY16 9AJ, United Kingdom"
151,University of Huddersfield,GBR,"Queensgate, Huddersfield HD1 3DH, United Kingdom"
152,University of Strathclyde,GBR,"16 Richmond St, Glasgow G1 1XQ, United Kingdom"
153,"City, University of London",GBR,"Northampton Square, Clerkenwell, London EC1V 0HB, United Kingdom"
154,University of Leeds,GBR,"Leeds LS2 9JT, United Kingdom"
155,University of York,GBR,"Heslington, York YO10 5DD, United Kingdom"
156,Coventry University,GBR,"Priory St, Coventry CV1 5FB, United Kingdom"
157,Loughborough University,GBR,"Epinal Way, Loughborough LE11 3TU, United Kingdom"
158,University of Bath,GBR,"Bath BA2 7AY, United Kingdom"
159,Bournemouth University,GBR,"Fern Barrow, Poole BH12 5BB, United Kingdom"
160,University of Portsmouth,GBR,"University House, Winston Churchill Ave, Portsmouth PO1 2UP, United Kingdom"
161,Ulster University,GBR,"Shore Rd, Newtownabbey BT37 0QB, United Kingdom"
162,University of the West of England,GBR,"Coldharbour Ln, Stoke Gifford, Bristol BS16 1QY, United Kingdom"
163,University of Reading,GBR,"Reading, United Kingdom"
164,University of Bradford,GBR,"Richmond Rd, Bradford BD7 1DP, United Kingdom"
165,United Arab Emirates University,ARE,Sheik Khalifa Bin Zayed St - Abu Dhabi - United Arab Emirates
166,Lviv Polytechnic National University,UKR,"Stepana Bandery St, 12, Lviv, Lviv Oblast, Ukraine, 79000"
167,Sabancı University,TUR,"Orta, Sabancı Ünv. No:27, 34956 Tuzla/İstanbul, Turkey"
168,Boğaziçi University,TUR,"Bebek, 34342 Beşiktaş/İstanbul, Turkey"
169,Istanbul Technical University,TUR,"Maslak, 34467 Sarıyer/İstanbul, Turkey"
170,Bilkent University,TUR,"Üniversiteler, 06800 Çankaya/Ankara, Turkey"
171,Middle East Technical University,TUR,"Üniversiteler, Dumlupınar Blv. No:1, 06800 Çankaya/Ankara, Turkey"
172,University of Sfax,TUN,"Université de Route de l'Aéroport Km 0.5 BP 1169 .3029 Sfax, Sfax, Tunisia"
173,University of Monastir,TUN,"BP 56 Avenue Taher Hadded, Monastir 5000, Tunisia"
174,University of Tunis El Manar,TUN,"Université de Tunis El Manar, Campus Universitaire Farhat Hached, B.P. n° 94 - ROMMANA, Tunis 1068, Tunisia"
175,Mahidol University,THA,"999 Phutthamonthon Sai 4 Rd, Salaya, Phutthamonthon District, Nakhon Pathom 73170, Thailand"
176,Chiang Mai University,THA,"239 ถนน ห้วยแก้ว Tambon Su Thep, Mueang Chiang Mai District, Chiang Mai 50200, Thailand"
177,King Mongkut's University of Technology North Bangkok,THA,"1518​ ถนน​ประชา​ราษฎร์​1​ Wong Sawang, Bang Sue, Bangkok 10800, Thailand"
178,Kasetsart University,THA,"50 Thanon Ngam Wong Wan, Lat Yao, Chatuchak, Bangkok 10900, Thailand"
179,Thammasat University,THA,"2 ถนน พระจันทร์ Phra Borom Maha Ratchawang, Phra Nakhon, Bangkok 10200, Thailand"
180,King Mongkut’s University of Technology Thonburi,THA,"126 Pracha Uthit Rd, Bang Mot, Thung Khru, Bangkok 10140, Thailand"
181,King Mongkut’s Institute of Technology Ladkrabang,THA,"Thanon Chalong Krung, Lat Krabang, Bangkok 10520, Thailand"
182,Chulalongkorn University,THA,"254 Phayathai Rd, Wang Mai, Pathum Wan District, Bangkok 10330, Thailand"
183,National Taiwan University of Science and Technology (Taiwan Tech),TWN,"No. 43號, Section 4, Keelung Rd, Da’an District, Taipei City, Taiwan 106"
184,National Dong Hwa University,TWN,"No. 1號, Section 2, Daxue Road, Shoufeng Township, Hualien County, Taiwan 974"
185,National Sun Yat-sen University,TWN,"No. 70號, Lianhai Road, Gushan District, Kaohsiung City, Taiwan 804"
186,National Tsing Hua University,TWN,"No. 101號, Section 2, Guangfu Road, East District, Hsinchu City, Taiwan 300"
187,National Taiwan University,TWN,"No. 1, Section 4, Roosevelt Rd, Da’an District, Taipei City, Taiwan 10617"
188,National Taiwan Normal University,TWN,"No. 162號, Section 1, Heping East Road, Da’an District, Taipei City, Taiwan 106"
189,National Chiao Tung University,TWN,"No. 1001號, Daxue Road, East District, Hsinchu City, Taiwan 30010"
190,National Cheng Kung University (NCKU),TWN,"No. 1號, Dasyue Rd, East District, Tainan City, Taiwan 701"
191,National Chung Cheng University,TWN,"No. 168, Section 1, Daxue Road, Minxiong Township, Chiayi County, Taiwan 62102"
192,Chang Gung University,TWN,"No. 259, Wenhua 1st Road, Guishan District, Taoyuan City, Taiwan 333"
193,Feng Chia University,TWN,"No. 100號, Wenhua Road, Xitun District, Taichung City, Taiwan 407"
194,National Taiwan Ocean University,TWN,"No. 2號, Beining Road, Zhongzheng District, Keelung City, Taiwan 202"
195,Yuan Ze University,TWN,"No. 135, Yuandong Rd, Zhongli District, Taoyuan City, Taiwan 320"
196,National Central University,TWN,"No. 300, Zhongda Road, Zhongli District, Taoyuan City, Taiwan 320"
197,"Asia University, Taiwan",TWN,"No. 500號, Liufeng Road, Wufeng District, Taichung City, Taiwan 41354"
198,National University of Kaohsiung,TWN,"No. 700號, Gaoxiongdaxue Rd, Nanzih District, Kaohsiung City, Taiwan 811"
199,Chung Yuan Christian University,TWN,"No. 200, Zhongbei Road, Zhongli District, Taoyuan City, Taiwan 320"
200,National Chung Hsing University,TWN,"No. 145號, Xingda Road, South District, Taichung City, Taiwan 402"
201,National Chengchi University,TWN,"No. 64, Section 2, Zhinan Road, Wenshan District, Taipei City, Taiwan 116"
202,Chaoyang University of Technology,TWN,"No. 168號, Jifeng East Road, Wufeng District, Taichung City, Taiwan 413"
203,Tamkang University,TWN,"No. 151號, Yingzhuan Road, Tamsui District, New Taipei City, Taiwan 25137"
204,ETH Zurich,CHE,"Rämistrasse 101, 8092 Zürich, Switzerland"
205,University of Zurich,CHE,"Rämistrasse 71, 8006 Zürich, Switzerland"
206,École Polytechnique Fédérale de Lausanne,CHE,"Route Cantonale, 1015 Lausanne, Switzerland"
207,University of Geneva,CHE,"1205 Geneva, Switzerland"
208,University of Bern,CHE,"Hochschulstrasse 6, 3012 Bern, Switzerland"
209,Linköping University,SWE,"581 83 Linköping, Sweden"
210,KTH Royal Institute of Technology,SWE,"Brinellvägen 8, 114 28 Stockholm, Sweden"
211,Stockholm University,SWE,"Frescativägen, 114 19 Stockholm, Sweden"
212,Chalmers University of Technology,SWE,"Chalmersplatsen 4, 412 96 Göteborg, Sweden"
213,Uppsala University,SWE,"752 36 Uppsala, Sweden"
214,Umeå University,SWE,"Postadress:, 901 87 Umeå, Sweden"
215,University of Gothenburg,SWE,"405 30 Gothenburg, Sweden"
216,University of Jaén,ESP,"Campus Las Lagunillas, s/n, 23071 Jaén, Spain"
217,Open University of Catalonia,ESP,"Rambla del Poblenou, 156, 08018 Barcelona, Spain"
218,University of Granada,ESP,"Avda. del Hospicio, 18071 Granada, Spain"
219,University of Seville,ESP,"Calle San Fernando, 4, 41004 Sevilla, Spain"
220,Polytechnic University of Catalonia,ESP,"Campus Nord, Carrer de Jordi Girona, 1, 3, 08034 Barcelona, Spain"
221,University of Rovira i Virgili,ESP,"Carrer de l`Escorxador, s/n, 43003 Tarragona, T, Spain"
222,Autonomous University of Barcelona,ESP,"Campus de la UAB, Plaça Cívica, 08193 Bellaterra, Barcelona, Spain"
223,Universidad Carlos III de Madrid,ESP,"Calle Madrid, 126, 28903 Getafe, Madrid, Spain"
224,University of Murcia,ESP,"Calle Campus Universitario, 11, 30100 Murcia, Spain"
225,University of Vigo,ESP,"Circunvalación ao Campus Universitario, 36310 Vigo, Pontevedra, Spain"
226,Autonomous University of Madrid,ESP,"Ciudad Universitaria de Cantoblanco, 28049 Madrid, Spain"
227,Polytechnic University of Valencia,ESP,"Camí de Vera, s/n, 46022 València, Valencia, Spain"
228,University of Alcalá,ESP,"Plaza de San Diego, s/n, 28801 Alcalá de Henares, Madrid, Spain"
229,University of the Basque Country,ESP,"Barrio Sarriena, s/n, 48940 Leioa, BI, Spain"
230,University of Oviedo,ESP,"Calle San Francisco, 1, 33003 Oviedo, Asturias, Spain"
231,University of A Coruña,ESP,"Rúa Maestranza, 9, 15001 A Coruña, Spain"
232,Technical University of Madrid,ESP,"28040 Madrid, Spain"
233,University of Salamanca,ESP,"37008 Salamanca, Spain"
234,Jaume I University,ESP,"Avenida de Vicent Sos Baynat, s/n, 12071 Castellón de la Plana, Castellón, Spain"
235,University of Castilla-La Mancha,ESP,"Avda. Camilo José Cela, s/n, 13071 Ciudad Real, Cdad. Real, Spain"
236,University of Valencia,ESP,"Av. de Blasco Ibáñez, 13, 46010 València, Valencia, Spain"
237,University of Alicante,ESP,"Carr. de San Vicente del Raspeig, s/n, 03690 San Vicente del Raspeig, Alicante, Spain"
238,University of Santiago de Compostela,ESP,"Praza do Obradoiro, 0, 15705 Santiago de Compostela, A Coruña, Spain"
239,University Rey Juan Carlos,ESP,"Calle Tulipán, s/n, 28933 Móstoles, Madrid, Spain"
240,Complutense University of Madrid,ESP,"Av. Séneca, 2, 28040 Madrid, Spain"
241,Yeungnam University,KOR,"280 Daehak-ro, Joyeong-dong, Gyeongsan-si, Gyeongsangbuk-do, South Korea"
242,Sejong University,KOR,"209 Neungdong-ro, Gunja-dong, Gwangjin-gu, Seoul, South Korea"
243,Kyung Hee University,KOR,"26 Kyungheedae-ro, Hoegi-dong, Dongdaemun-gu, Seoul, South Korea"
244,Seoul National University,KOR,"1 Gwanak-ro, Gwanak-gu, Seoul, South Korea"
245,Ulsan National Institute of Science and Technology,KOR,"50 UNIST-gil, Eonyang-eup, Ulju-gun, Ulsan, South Korea"
246,Korea University,KOR,"145 Anam-ro, Anam-dong, Seongbuk-gu, Seoul, South Korea"
247,Korea Advanced Institute of Science and Technology (KAIST),KOR,"291 Daehak-ro, Eoeun-dong, Yuseong-gu, Daejeon, South Korea"
248,Chung-Ang University,KOR,"84 Heukseok-ro, Heukseok-dong, Dongjak-gu, Seoul, South Korea"
249,Sungkyunkwan University (SKKU),KOR,"25-2 Sungkyunkwan-ro, Myeongnyun 3(sam)ga-dong, Jongno-gu, Seoul, South Korea"
250,Kyungpook National University,KOR,"80 Daehak-ro, Sangyeok-dong, Buk-gu, Daegu, South Korea"
251,Sogang University,KOR,"35 Baekbeom-ro, Daeheung-dong, Mapo-gu, Seoul, South Korea"
252,Yonsei University (Seoul campus),KOR,"50 Yonsei-ro, Sinchon-dong, Seodaemun-gu, Seoul, South Korea"
253,Hanyang University,KOR,"222 Wangsimni-ro, Sageun-dong, Seongdong-gu, Seoul, South Korea"
254,University of Ulsan,KOR,"93 Daehak-ro, Mugeo-dong, Nam-gu, Ulsan, South Korea"
255,Pusan National University,KOR,"2 Busandaehak-ro 63beon-gil, Jangjeon 2(i)-dong, Geumjeong-gu, Busan, South Korea"
256,Seoul National University of Science and Technology (SeoulTech),KOR,"232 Gongneung-ro, Gongneung-dong, Nowon-gu, Seoul, South Korea"
257,Konkuk University,KOR,"120 Neungdong-ro, Jayang-dong, Gwangjin-gu, Seoul, South Korea"
258,Chonbuk National University,KOR,"567 Baekje-daero, Deogjin-dong, Deokjin-gu, Jeonju-si, Jeollabuk-do, South Korea"
259,Inha University,KOR,"100 Inha-ro, Yonghyeon 1(il).4(sa)-dong, Nam-gu, Incheon, South Korea"
260,Chonnam National University,KOR,"77 Yongbong-ro, Yongbong-dong, Buk-gu, Gwangju, South Korea"
261,Chungnam National University,KOR,NaN
262,University of Pretoria,ZAF,"Lynnwood Rd, Hatfield, Pretoria, 0002, South Africa"
263,Stellenbosch University,ZAF,"Stellenbosch Central, Stellenbosch, South Africa"
264,University of Cape Town,ZAF,"Rondebosch, Cape Town, 7700, South Africa"
265,University of the Witwatersrand,ZAF,"1 Jan Smuts Ave, Johannesburg, 2000, South Africa"
266,University of KwaZulu-Natal,ZAF,"238 Mazisi Kunene Rd, Glenwood, Durban, 4041, South Africa"
267,University of Johannesburg,ZAF,"1 Jan Smuts Ave, Johannesburg, 2000, South Africa"
268,University of South Africa,ZAF,"Preller St, Muckleneuk, Pretoria, 0002, South Africa"
269,University of Maribor,SVN,"Slomškov trg 15, 2000 Maribor, Slovenia"
270,University of Ljubljana,SVN,"Kongresni trg 12, 1000 Ljubljana, Slovenia"
271,Technical University of Košice,SVK,"Letná 1/9, 040 01 Košice, Slovakia"
272,Slovak University of Technology in Bratislava,SVK,"public@stuba.sk, Vazovova 5, 811 07 Bratislava, Slovakia"
273,"Nanyang Technological University, Singapore",SGP,"50 Nanyang Ave, Singapore 639798"
274,National University of Singapore,SGP,"21 Lower Kent Ridge Rd, Singapore 119077"
275,University of Belgrade,SRB,"Studentski trg 1, Beograd, Serbia"
276,King Abdulaziz University,SAU,"Al Ehtifalat St, Jeddah 21589, Saudi Arabia"
277,King Saud University,SAU,"King Saud University, Riyadh 11451, Saudi Arabia"
278,ITMO University,RUS,"Kronverkskiy Prospekt, 49, St Petersburg, Russia, 197101"
279,Moscow Institute of Physics and Technology,RUS,"Institutskiy Pereulok, 9, Dolgoprudny, Moscow Oblast, Russia, 141701"
280,Peter the Great St Petersburg Polytechnic University,RUS,"Politekhnicheskaya Ulitsa, 29, St Petersburg, Russia, 195251"
281,Higher School of Economics,RUS,"Myasnitskaya Ulitsa, 20, Moscow, Russia, 101000"
282,Saint Petersburg State University,RUS,"University Embankment, 7/9, St Petersburg, Russia, 199034"
283,National Research Nuclear University MEPhI,RUS,"Kashira Hwy, 31, Moscow, Russia, 115409"
284,Novosibirsk State Technical University,RUS,"Ulitsa Nemirovicha-Danchenko, 136, Novosibirsk, Novosibirsk Oblast, Russia, 630087"
285,Lomonosov Moscow State University,RUS,"ul. Leninskiye Gory, 1, Moscow, Russia, 119991"
286,Tomsk Polytechnic University,RUS,"Lenin Ave, 30, Tomsk, Tomsk Oblast, Russia, 634050"
287,Samara University,RUS,"Semera, Ethiopia"
288,Ural Federal University,RUS,"Prospekt Lenina, 51, Yekaterinburg, Sverdlovsk Oblast, Russia, 620075"
289,St Petersburg Electrotechnical University (LETI),RUS,"Ulitsa Professora Popova, 5, St Petersburg, Russia, 197022"
290,Southern Federal University,RUS,"ул, Bol'shaya Sadovaya Ulitsa, 105/42, Rostov-on-Don, Rostov Oblast, Russia, 344006"
291,Bauman Moscow State Technical University,RUS,"2-Ya Baumanskaya Ulitsa, д.5, стр.1, Moscow, Russia, 105005"
292,Tomsk State University,RUS,"Lenin Ave, 36, Tomsk, Tomsk Oblast, Russia, 634050"
293,Novosibirsk State University,RUS,"Novosibirsk, Novosibirsk Oblast, Russia, 630090"
294,Qatar University,QAT,"Qatar University، Ibn Khaldoon Hall، Doha, Qatar"
295,University of Beira Interior,PRT,"Universidade da Beira Interior, R. Marquês de Ávila e Bolama, 6201-001 Covilhã, Portugal"
296,University of Coimbra,PRT,"3004-531 Coimbra, Portugal"
297,University of Lisbon,PRT,"Cidade Universitária, Alameda da Universidade, 1649-004 Lisboa, Portugal"
298,University of Porto,PRT,"Praça de Gomes Teixeira, 4099-002 Porto, Portugal"
299,ISCTE-University Institute of Lisbon,PRT,"Av. das Forças Armadas, 1649-026 Lisboa, Portugal"
300,University of Minho,PRT,"R. da Universidade, 4710-057 Braga, Portugal"
301,University of Warsaw,POL,"Krakowskie Przedmieście 26/28, 00-927 Warszawa, Poland"
302,Warsaw University of Technology,POL,"plac Politechniki 1, 00-661 Warszawa, Poland"
303,Wrocław University of Science and Technology,POL,"wybrzeże Stanisława Wyspiańskiego 27, 50-370 Wrocław, Poland"
304,AGH University of Science and Technology,POL,"aleja Adama Mickiewicza 30, 30-059 Kraków, Poland"
305,Gdańsk University of Technology,POL,"Gabriela Narutowicza 11/12, 80-233 Gdańsk, Poland"
306,Jagiellonian University,POL,"Gołębia 24, 31-007 Kraków, Poland"
307,Łodz University of Technology,POL,"Stefana Żeromskiego 116, 90-924 Łódź, Poland"
308,University of the Philippines,PHL,"Roxas Ave, Diliman, Quezon City, Metro Manila, Philippines"
309,COMSATS University Islamabad,PAK,"Park Rd, Islamabad, Islamabad Capital Territory 45550, Pakistan"
310,National University of Sciences and Technology,PAK,"Cnr Cecil Avenue & Gwanda Road, Zimbabwe"
311,University of Oslo,NOR,"Problemveien 7, 0315 Oslo, Norway"
312,University of Bergen,NOR,"5007 Bergen, Norway"
313,Norwegian University of Science and Technology,NOR,"E. C. Dahls gate 2, 7012 Trondheim, Norway"
314,Victoria University of Wellington,NZL,"Kelburn, Wellington 6012, New Zealand"
315,University of Auckland,NZL,"Auckland CBD, Auckland 1010, New Zealand"
316,University of Canterbury,NZL,"20 Kirkwood Ave, Upper Riccarton, Christchurch 8041, New Zealand"
317,University of Otago,NZL,"362 Leith St, North Dunedin, Dunedin 9016, New Zealand"
318,Auckland University of Technology,NZL,"55 Wellesley St E, Auckland CBD, Auckland 1010, New Zealand"
319,University of Amsterdam,NLD,"1012 WX Amsterdam, Netherlands"
320,University of Groningen,NLD,"9712 CP Groningen, Netherlands"
321,University of Twente,NLD,"5, Drienerlolaan, 7522 NB Enschede, Netherlands"
322,Radboud University Nijmegen,NLD,"Houtlaan 4, 6525 XZ Nijmegen, Netherlands"
323,Eindhoven University of Technology,NLD,"5612 AZ Eindhoven, Netherlands"
324,Vrije Universiteit Amsterdam,NLD,"De Boelelaan 1105, 1081 HV Amsterdam, Netherlands"
325,Delft University of Technology,NLD,"Mekelweg 5, 2628 CD Delft, Netherlands"
326,Maastricht University,NLD,"Minderbroedersberg 4-6, 6211 LK Maastricht, Netherlands"
327,Utrecht University,NLD,"Domplein 29, 3512 JE Utrecht, Netherlands"
328,Sidi Mohamed Ben Abdellah University,MAR,"Fes 30050, Morocco"
329,Mohammed V University of Rabat,MAR,"Avenue des Nations Unies, Rabat 10000, Morocco"
330,Université Hassan II de Casablanca,MAR,"Casablanca 20000, Morocco"
331,Monterrey Institute of Technology,MEX,"Av. Eugenio Garza Sada 2501 Sur, Tecnológico, 64849 Monterrey, N.L., Mexico"
332,Universidad Nacional Autónoma de México,MEX,"University City, 04510 Mexico City, Mexico"
333,University of Malaya,MYS,"Jalan Universiti, 50603 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia"
334,Universiti Teknologi Petronas,MYS,"Persiaran UTP, 32610 Seri Iskandar, Perak, Malaysia"
335,Universiti Tenaga Nasional (UNITEN),MYS,"Jalan Ikram-Uniten, 43000 Kajang, Selangor, Malaysia"
336,"University of Science, Malaysia",MYS,"11800 Gelugor, Penang, Malaysia"
337,Universiti Teknologi Malaysia,MYS,"Sultan Ibrahim Chancellery Building, Jalan Iman, 81310 Skudai, Johor, Malaysia"
338,Universiti Kebangsaan Malaysia,MYS,"43600 Bangi, Selangor, Malaysia"
339,Universiti Putra Malaysia,MYS,"Serdang, 43400 Seri Kembangan, Selangor, Malaysia"
340,Universiti Teknologi MARA,MYS,"Kolej Amira Uitm Puncak Alam Road, 42300 Shah Alam, Selangor, Malaysia"
341,Universiti Utara Malaysia,MYS,"Sintok, 06010 Bukit Kayu Hitam, Kedah, Malaysia"
342,University of Macau,MAC,Macao大學大馬路澳門大學
343,University of Luxembourg,LUX,"2, avenue de l'Université, 4365 Esch-sur-Alzette, Luxembourg"
344,Kaunas University of Technology,LTU,"K. Donelaičio g. 73, Kaunas 44249, Lithuania"
345,American University of Beirut,LBN,"Beirut, Lebanon"
346,Riga Technical University,LVA,"Kaļķu iela 1, Centra rajons, Rīga, LV-1658, Latvia"
347,Kuwait University,KWT,"Jamal Abdul Nasser St, Kuwait"
348,Jordan University of Science and Technology,JOR,"Ar Ramtha 3030، Ar-Ramtha, Jordan"
349,The University of Aizu,JPN,"Japan, 〒965-0006 Fukushima, Aizuwakamatsu, Itsukimachi Oaza Tsuruga, Kamiiawase−９０"
350,The University of Tokyo,JPN,"7 Chome-3-1 Hongo, Bunkyo City, Tokyo 113-8654, Japan"
351,Tokyo Metropolitan University,JPN,"1 Chome-1 Minamiosawa, Hachioji, Tokyo 192-0364, Japan"
352,Nagoya University,JPN,"Furocho, Chikusa Ward, Nagoya, Aichi 464-8601, Japan"
